StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,MTURK_ID,familiar,severity1,severity2,severity3,severity4,severity5,origin1,origin2,origin3,origin4,covidvax1,covidvax2,covidvax3,skep1,skep2,skep3,skep4,vaxeff_1,vaxeff_2,vaxeff_3,vaxeff_4,AC1,xeno1,xeno2,xeno3,xeno4,politics1,politics2,politics3,econ_1,econ_2,econ_3,AC2,Explain,Thoughts,Gender,Age,Ethnicity,Region,State,Rural,newshours,SocialIssues_1,FiscalIssues_1,FINAL_AC,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count
4/17/20 16:50,4/17/20 16:55,0,68.49.42.51,100,297,1,4/17/20 16:55,R_1OITouoGUA8nVXI,,,,,42.58360291,-83.49890137,anonymous,EN,1,A1YI1H05AQ3ING,5,4,3,3,2,3,5,6,5,4,4,1,1,4,4,4,4,4,5,4,4,1,4,5,5,7,3,2,2,4,3,6,1,I responded based on how I feel about COVID.,No,1,32,1,2,Michigan,4,8,7,7,0,0.787,5.25,5.846,3
4/17/20 16:44,4/17/20 16:55,0,173.63.111.227,100,636,1,4/17/20 16:55,R_24XbWvQzjXDEGMp,,,,,40.24589539,-74.28130341,anonymous,EN,1,A21Q1I7IAZBRX0,5,2,4,2,2,3,5,5,5,4,4,1,5,5,2,4,3,4,5,4,3,1,1,4,7,6,6,4,4,5,5,2,1,I answered the questions based on prior knowledge and evidence I have researched over the last few months. ,"Yes, I am un trust worthy of international organizations ",1,58,1,4,New Jersey ,4,10,6,7,1,9.227,14.299,16.417,2
4/17/20 16:44,4/17/20 16:55,0,71.239.223.27,100,636,1,4/17/20 16:55,R_12co77zFmsn0qlQ,,,,,41.47819519,-87.6832962,anonymous,EN,1,A1GT1D4KGBFVFE,3,2,6,1,2,2,4,7,4,3,3,3,3,4,3,4,3,3,4,4,3,1,2,4,4,3,3,3,2,5,2,4,1,"I answered each question as honestly as I could, and with thought.  It was how I feel at ""this"" time.","I do not, but thank you and please stay safe!",2,58,2,2,Illinois,4,1,2,3,1,17.408,17.408,21.05,1
4/17/20 16:46,4/17/20 16:55,0,141.154.52.49,100,536,1,4/17/20 16:55,R_0UOcbhnw5LYfPJn,,,,,42.4302063,-71.51480103,anonymous,EN,1,A1L00PO1P8D6E3,5,1,1,1,1,1,5,7,5,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,4,4,1,1,1,1,1,3,1,The virus must be developed in the lab to distract the whole world.,none,2,42,4,4,Massachusetts,4,5,2,2,1,0.516,7.354,9.943,2
4/17/20 16:46,4/17/20 16:55,0,98.182.147.112,100,534,1,4/17/20 16:55,R_bqJoZi8DR5Wszx7,,,,,36.12139893,-115.1409988,anonymous,EN,1,A6F5ZT2OP9GOB,4,6,2,5,4,3,6,1,6,5,6,7,3,6,7,3,2,2,5,7,3,1,6,7,6,5,4,5,3,5,6,2,1,"Focus only on the possibilities and relevancies, and the aspects of your work history that show you to be a great employee. If you cannot think of any key reasons, try your best to relate your experiences to the main roles in the new job. If your answer is too broad, you can drastically harm your job interview chances.",good,1,28,1,2,Nevada,4,8,6,6,1,3.296,7.698,9.526,3
4/17/20 16:46,4/17/20 16:55,0,99.28.134.94,100,508,1,4/17/20 16:55,R_1nVjb6v8Mn2zWdy,,,,,43.05799866,-85.69000244,anonymous,EN,1,A2OGSS4SBSMTWT,4,2,3,2,1,1,2,4,3,2,2,2,2,1,1,2,1,4,2,1,3,1,2,2,3,1,2,2,3,2,1,2,1,I answered the way I did is because I trust the  science and the data to back it up.,,1,39,1,2,michigan,4,3,2,3,1,31.1,31.1,38.58,1
4/17/20 16:50,4/17/20 16:55,0,71.10.134.167,100,313,1,4/17/20 16:55,R_7X4Lg1JPp9J2Q5b,,,,,43.39039612,-86.33149719,anonymous,EN,1,A1VJ4ZOXP9PUCP,4,3,4,1,1,2,2,2,2,1,1,1,2,1,1,2,1,4,7,4,2,1,1,5,1,1,1,1,1,4,1,1,1,I answered the way I did based on information I have seen in recent weeks and how believeable the information is.,no,2,30,1,2,michigan,5,10,5,5,1,6.456,6.456,7.53,1
4/17/20 16:51,4/17/20 16:55,0,68.104.81.28,100,264,1,4/17/20 16:55,R_3lKoVzp4ojQOusz,,,,,36.32650757,-115.339798,anonymous,EN,1,A3MHKFOJIXO7QN,4,3,6,3,3,2,5,5,6,3,3,2,3,3,6,3,2,2,5,2,2,1,5,3,3,6,3,5,5,5,2,2,1,i tried to show my true opinion,none,1,26,1,1,Nevada,5,10,6,6,1,1.457,1.457,9.912,1
4/17/20 16:51,4/17/20 16:55,0,72.211.252.217,100,243,1,4/17/20 16:55,R_1qWZlTdtlan64yY,,,,,33.64160156,-117.6898041,anonymous,EN,1,AAT2LMF4GLU2G,4,6,3,6,4,3,6,3,6,4,5,6,3,6,5,4,3,3,6,4,4,1,6,5,6,4,6,4,2,6,5,4,1,about novel corona virus,good,2,48,1,3,California,5,2,6,5,1,2.407,2.407,7.491,1
4/17/20 16:43,4/17/20 16:55,0,73.152.106.167,100,706,1,4/17/20 16:55,R_z1KrHxhkYouDMoV,,,,,37.46380615,-77.39800262,anonymous,EN,1,A2OJGG20PFZ6MD,5,2,6,2,2,1,5,5,5,4,4,1,3,3,4,3,2,4,5,2,3,1,2,6,4,3,4,2,1,5,3,2,1,I chose answers based on the information that I have obtained over the weeks regarding the coronavirus.,No,2,28,2,3,Virginia,5,3,2,2,1,38.142,38.142,39.667,1
4/17/20 16:52,4/17/20 16:55,0,45.72.6.95,100,205,1,4/17/20 16:55,R_DofpKNlSwf7M6pX,,,,,42.37969971,-71.10340118,anonymous,EN,1,A3R168GJZRF7KU,5,7,2,6,7,1,7,2,5,6,6,7,2,6,7,1,2,1,6,5,2,1,7,5,7,6,6,5,2,5,7,2,1,i know about the COVID-19 decease and i will answer.,nice study,2,28,1,1,CA,5,10,1,7,1,0,0,6.144,0
4/17/20 16:48,4/17/20 16:55,0,76.188.30.208,100,452,1,4/17/20 16:55,R_yQFEJlAKaW27koF,,,,,40.76669312,-82.53559875,anonymous,EN,1,A3PLWSCPFLCEGI,3,2,5,2,2,2,5,2,2,4,5,2,2,4,4,3,3,3,2,2,3,1,1,3,4,5,5,5,3,5,3,2,1,"I'm just winging it, like all of the experts, doctors and politicians. It seems like the virus is a natural strand that was intentionally or accidentally released. It seems like vaccines can do more than any other measure. ",none,1,42,1,2,Ohio,5,7,4,4,1,3.566,3.566,14.812,1
4/17/20 16:49,4/17/20 16:55,0,47.184.17.168,100,384,1,4/17/20 16:55,R_28PdNKtXgtDzFY5,,,,,33.02859497,-96.87359619,anonymous,EN,1,A1II44VKF9GM0I,3,3,6,2,4,3,2,5,5,1,3,1,3,4,3,2,3,2,6,2,2,1,1,5,3,7,3,2,2,2,2,2,1,"because i believe people are being truthful about the virus. i do think it maybe was made in a lab, and it is chinese so its ok to call it the chinese virus.",N/A,1,28,1,3,Texas,5,10,2,3,1,5.616,5.616,7.17,1
4/17/20 16:45,4/17/20 16:55,0,71.62.98.63,100,616,1,4/17/20 16:55,R_2U4zvitr0cZOEOy,,,,,39.0447998,-77.60420227,anonymous,EN,1,A2YGZ409IST28,5,1,6,2,2,2,4,6,4,4,4,1,2,3,6,1,1,2,5,3,2,1,4,4,4,5,5,3,4,3,6,2,1,I answered them as best of my knowledge. ,no,2,33,1,3,VA,5,8,5,5,1,7.171,22.397,23.168,4
4/17/20 16:46,4/17/20 16:55,0,73.131.133.222,100,556,1,4/17/20 16:55,R_29nYCDlIWW0lL8k,,,,,33.05799866,-80.01010132,anonymous,EN,1,A28VOJYW06BFXN,5,5,4,3,6,2,4,2,4,2,6,5,4,6,5,2,5,4,3,6,2,1,4,3,6,5,6,6,5,5,6,4,1,i response to answer real fact of the society,"its very use full for me,thank you so much for this opportunity",2,27,1,3,california,5,35,2,2,1,7.51,33.638,35.56,3
4/17/20 16:49,4/17/20 16:55,0,216.163.45.130,100,341,1,4/17/20 16:55,R_1FKYBUycOnqeIbu,,,,,42.73669434,-84.47579956,anonymous,EN,1,A2GVON0W6E874S,3,2,6,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,5,2,5,2,1,I believe the coronavirus emerged out of human-animal interactions and not in a laboratory. I am against anti-vaxers and conspiracy theorists. ,No,1,27,6,2,Michigan,5,2,2,2,1,19.427,19.427,21.309,1
4/17/20 16:44,4/17/20 16:55,0,73.109.90.214,100,647,1,4/17/20 16:55,R_cSjgpkRCprv0Iox,,,,,47.49360657,-122.2415009,anonymous,EN,1,A1CTUOAP4TGXHE,5,1,2,7,1,1,1,1,1,1,6,1,1,2,5,1,2,3,7,5,1,0,2,7,3,1,2,1,2,6,7,1,1,i choose from the best of my knowledge,no,1,60,1,4,washington,5,10,5,3,1,10.205,10.205,11.288,1
4/17/20 16:46,4/17/20 16:55,0,73.140.38.58,100,573,1,4/17/20 16:55,R_1GCXpynoIkdYIqC,,,,,47.64619446,-117.2657013,anonymous,EN,1,A36A780ODXBDEH,4,1,5,1,1,2,1,2,1,1,2,1,1,3,1,1,2,2,1,1,2,1,1,1,3,1,2,1,1,1,3,3,1,"I answered the way I did because there is no evidence supporting any reason for me to agree with such whacked-out theories like COVID-19 being created in a laboratory, etc. Furthermore, I am pro-vaccine, and this shouldn't even be a pro or con kind of stance, but I have to say it like that due to the credence that is being given to anti-vaxxers in many spaces. I could type out my reasons for each response that I did for every question provided, but I simply aggregated the information that is available when I research the topic, and they lead me to the answers that you see in the task at hand.",I DON'T LIKE EM PUTTIN' CHEMICALS IN THE WATER TO TURN THE FRICKIN' FROGS GAY! DO YOU UNDERSTAND THAT? TURN THE FRICKIN FROGS GAY! *Bangs on desk* IT'S CRAP! https://www.youtube.com/watch?v=9JRLCBb7qK8,3,28,3,1,Washington,5,7,1,2,1,3.695,4.934,6.224,2
4/17/20 16:46,4/17/20 16:55,0,67.59.196.157,100,547,1,4/17/20 16:55,R_revkzNfvohy8mMV,,,,,38.61590576,-122.8616028,anonymous,EN,1,A1J0AAZKMVBDN0,4,2,2,2,2,2,2,5,1,3,5,1,2,2,2,2,1,3,2,2,2,1,3,3,3,2,3,2,2,3,3,3,1,"I answered the questions with my best ability to give the most honest feedback. There are some questions which involve a bit of ambivalence, hence many were not on extreme ends of the spectrum. ",n/a,2,40,1,1,California,5,5,2,2,1,1.093,15.842,16.531,5
4/17/20 16:49,4/17/20 16:55,0,50.83.214.252,100,407,1,4/17/20 16:55,R_1cUnfCtlxonidx2,,,,,41.58590698,-88.9088974,anonymous,EN,1,A2QFNRJNY1POP9,5,1,6,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,"It is in the best interest of this country to continue social distancing to lower the amount of illness.  If we continue to fight the virus in this way, the virus has less of a chance to infect the greater population.",None,1,33,1,2,Illinois,4,10,2,2,1,15.454,15.454,16.843,1
4/17/20 16:46,4/17/20 16:55,0,104.33.234.210,100,551,1,4/17/20 16:55,R_1g0yhEZVe39IwHq,,,,,34.16490173,-119.1719971,anonymous,EN,1,A2VT0REE77ZI2I,5,1,2,1,1,1,4,4,4,1,6,1,2,1,2,1,1,3,1,1,2,1,1,1,7,5,1,1,1,1,1,4,1,"I chose a lot of middle ground answers, because I'm not sure how i feel as to whether it was purposefully spread or made in a lab.",,2,28,1,1,California,4,15,2,2,1,8.675,8.675,9.401,1
4/17/20 16:45,4/17/20 16:55,0,173.244.44.14,100,643,1,4/17/20 16:55,R_129eaqLS2JbBd1Q,,,,,47.60920715,-122.3314056,anonymous,EN,1,A3ME6Y5YRK7O08,5,1,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,6,3,3,5,1,5,5,2,2,2,1,2,6,2,1,1,I gave my answers based on my belief and what I understand and read about covid-19.,The survey was eye opening.,1,47,1,1,Washington,5,5,7,7,1,5.632,5.632,6.722,1
4/17/20 16:47,4/17/20 16:55,0,173.217.113.124,100,489,1,4/17/20 16:55,R_9EO66hftPeR6AWR,,,,,31.75779724,-93.09079742,anonymous,EN,1,A2WJMGV0HKQG3Z,5,1,7,1,1,1,1,7,7,2,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,7,1,1,1,1,1,1,1,"From the information that is being passed on from the tv, newspapers, internet etc",none,2,66,1,3,texas,5,14,7,7,1,17.675,17.675,31.288,1
4/17/20 16:47,4/17/20 16:55,0,108.34.225.234,100,527,1,4/17/20 16:55,R_3L5uTBTBhj27Y3b,,,,,41.83070374,-71.39820099,anonymous,EN,1,A3KIDRWRKC7RI5,4,1,3,2,2,1,2,3,2,1,2,1,2,2,1,2,2,5,4,3,3,1,2,1,3,2,3,2,1,2,3,3,1,"In general, I do believe the doctors and scientists, including the CDC and WHO. I understand the concern about the economy, but the concern about the people has to be the priority. The survey connected the issue of Covid-19 and the debate about vaccinations - I think that's great, and it definitely opens this debate even further. In general, again, I believe in the benefit of vaccines and vaccinations, but I do recognize that there may be some downsides and risks too.","No, I do not.",1,45,1,4,RI,5,10,2,4,1,14.778,14.778,17.687,1
4/17/20 16:49,4/17/20 16:55,0,104.171.216.112,100,387,1,4/17/20 16:55,R_2Y4UgyLuepN0gHt,,,,,35.14920044,-86.56459808,anonymous,EN,1,A1KS9LITOVPAT8,4,1,6,1,1,1,1,2,3,1,1,1,7,1,1,2,1,5,6,5,3,1,1,1,2,1,1,2,2,3,1,1,1,I chose to go with what I believe in ,no,1,34,1,3,tennessee,5,0,3,3,1,2.264,2.264,9.845,1
4/17/20 16:45,4/17/20 16:55,0,72.202.142.76,100,605,1,4/17/20 16:55,R_2fe26zPR7q22bjU,,,,,37.70500183,-97.22429657,anonymous,EN,1,AA8OCFYYM87SW,4,4,3,6,7,2,7,3,6,7,6,5,1,7,6,2,4,4,5,7,1,1,6,6,5,7,5,6,1,6,5,1,1,"You can say, I always had an interest in this field or career- it is always better, to tell the truth.",good survey,2,28,1,3,california,4,35,7,6,1,2.283,2.283,7.58,1
4/17/20 16:48,4/17/20 16:55,0,135.84.220.6,100,457,1,4/17/20 16:56,R_2e2vkWClTR7PMsm,,,,,41.87330627,-103.6613998,anonymous,EN,1,A3F06RN7VJYYIC,5,1,5,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,2,1,1,2,1,The questions were essentially about how much do you trust the information that is given regarding the science around coronavirus. I think the science on vaccines and disease are pretty clear at this point. Having xenophobic beliefs will not benefit anyone in the world. ,no,1,32,1,2,Nebraska,4,5,3,4,1,19.568,21.319,22.076,2
4/17/20 16:50,4/17/20 16:56,0,207.235.121.86,100,358,1,4/17/20 16:56,R_2VC86sbR4O15uoG,,,,,30.01780701,-97.1493988,anonymous,EN,1,A259AXODQQ0WUJ,4,3,3,1,1,3,1,3,1,1,4,1,2,2,1,2,2,3,4,2,2,1,4,3,4,2,2,2,2,5,2,2,1,"I live in a small town that has 2 confirmed cases, so I'm not sure how I would feel about certain questions if I lived in a large city with a lot of illness. ",no,2,44,1,3,TX,4,2,5,5,1,7.643,7.643,8.74,1
4/17/20 16:49,4/17/20 16:56,0,47.183.213.113,100,375,1,4/17/20 16:56,R_1NEwzsll09NOrXl,,,,,32.79899597,-96.95600128,anonymous,EN,1,A1AFCTV7V6P728,4,2,3,1,1,2,2,2,2,2,2,2,3,2,5,2,2,5,4,4,3,1,1,2,2,2,2,2,2,2,2,2,1,"I think the current pandemic is very serious and that a vaccine will probably help a lot. However, I know vaccines are not completely effective or safe for everyone.",,2,37,1,3,TX,5,5,4,2,1,12.283,12.283,16.085,1
4/17/20 16:48,4/17/20 16:56,0,136.56.58.70,100,442,1,4/17/20 16:56,R_XvolE8LpHHmwjwB,,,,,35.83320618,-78.84729767,anonymous,EN,1,A14QJRHNWLSIMB,1,6,6,3,2,3,1,5,1,2,1,1,3,2,5,2,2,3,3,5,2,1,1,2,2,1,3,2,2,3,3,2,1,"I believe that covid-19 virus is very serious and many are rushing to start back normal life, just in order to restart the economy. I believe that this practice is very selfish.",n/a,1,29,2,3,North Carolina,5,10,3,5,1,6.112,17.382,18.112,4
4/17/20 16:44,4/17/20 16:56,0,104.129.3.182,100,711,1,4/17/20 16:56,R_3GiCsD1RXVlSPt8,,,,,34.05490112,-118.2577972,anonymous,EN,1,A3QJJR5Y3XE92N,5,2,1,1,1,1,1,1,1,2,1,1,2,3,2,2,3,1,1,1,1,1,1,5,1,3,6,2,1,3,1,2,1,"No real reason, just answered based on my personal beliefs and the information i've come across so far. I trust scientists and medical professionals for the most part although some of the more vocal ones seem to be spreading some misinformation. I also think politicians on both sides seem to have made this pretty political but that's not a surprise with the current fractured state of US politics.",no,1,39,1,1,CA,5,15,2,4,1,11.85,11.85,14.582,1
4/17/20 16:45,4/17/20 16:56,0,104.167.180.235,100,669,1,4/17/20 16:56,R_22JjdmMjTnUtU9g,,,,,33.78379822,-84.44550323,anonymous,EN,1,A1ZE52NWZPN85P,4,1,6,1,1,2,3,3,3,2,1,1,1,3,1,2,2,2,3,1,2,1,2,7,5,6,5,4,2,2,3,2,1,"I answered how I believed to be true, even if some questions were too broad.",stay safe,1,33,1,3,Georgia,5,4,2,2,1,2.328,5.825,6.163,2
4/17/20 16:50,4/17/20 16:56,0,98.200.5.73,100,316,1,4/17/20 16:56,R_2CCXSDzoQYghCKf,,,,,29.82029724,-95.42559814,anonymous,EN,1,A1GLZC595KHIQ1,4,6,3,5,6,2,6,3,5,6,6,6,3,6,5,3,2,3,5,6,2,1,6,5,6,5,5,6,2,6,6,3,1,no,no,2,32,1,4,TX,5,5,6,6,0,17.4,36.44,38.111,10
4/17/20 16:46,4/17/20 16:56,0,64.145.93.42,100,562,1,4/17/20 16:56,R_vGkD77IDDkcO4H7,,,,,37.75100708,-97.8219986,anonymous,EN,1,A1PEDOFX00RHUM,4,7,1,1,7,1,7,1,7,6,1,1,1,7,6,1,2,2,7,7,1,1,7,6,5,7,6,2,1,7,6,1,1,base on my current belief and the information i have gather from the government about the existence the virus ,no,1,26,1,1,Colorado ,5,12,1,1,1,6.787,6.787,8.661,1
4/17/20 16:53,4/17/20 16:56,0,98.159.196.54,100,140,1,4/17/20 16:56,R_3PpgGzm5cfdhUKG,,,,,34.61799622,-86.05619812,anonymous,EN,1,AIWSB4YTN32GF,5,7,4,1,6,2,1,2,4,5,6,4,1,1,5,3,2,7,3,1,1,1,3,2,1,3,6,3,7,1,7,7,1,ty,ty,1,25,1,3,al,4,10,7,7,1,0.563,5.644,6.328,3
4/17/20 16:46,4/17/20 16:56,0,24.127.213.231,100,561,1,4/17/20 16:56,R_2V2REOBKWH6mzSO,,,,,43.06280518,-83.6289978,anonymous,EN,1,A2TAFLACRRV5EP,4,1,3,2,2,3,1,3,2,2,4,1,1,2,2,2,2,2,3,2,2,1,2,2,1,2,5,2,1,2,3,3,1,"I think that I chose my answers based on the real facts and science, not conspiracy theories or too much opinion.",No,1,54,1,2,Michigan,5,5,3,3,1,12.94,12.94,17.446,1
4/17/20 16:51,4/17/20 16:56,0,98.21.61.253,100,280,1,4/17/20 16:56,R_2c0zNwXop68WDHq,,,,,40.27090454,-75.73970032,anonymous,EN,1,A2NG2CCBMVEBIA,3,1,1,2,2,2,4,4,4,3,2,1,2,3,3,3,2,4,2,2,1,1,6,5,3,5,3,2,2,2,2,1,1,No one knows where coronavirus came from so it's fair to say I don't know if it came from a lab or not. I think it's a very deadly disease and anyone who says otherwise isn't a friend of mine.,"I believe I have coronavirus, going on day 12.",1,24,1,4,Pennsylvania,4,12,2,2,1,7.193,8.702,9.931,2
4/17/20 16:50,4/17/20 16:56,0,76.89.220.116,100,355,1,4/17/20 16:56,R_21tF2d16bHOB7oJ,,,,,33.92120361,-118.142395,anonymous,EN,1,A11JC9IZ7WY72T,4,2,3,2,3,2,1,2,2,1,1,1,1,3,2,2,2,4,3,2,2,1,2,3,2,3,2,2,2,2,3,2,1,I tried to answer the questions as honestly as I could. I tried to make sure the survey captured my beliefs accurately. ,No,1,27,1,1,California,5,4,2,4,1,8.243,8.243,9.634,1
4/17/20 16:43,4/17/20 16:56,0,67.180.106.232,100,758,1,4/17/20 16:56,R_z0S0bINNsmgcELf,,,,,37.2124939,-121.8641052,anonymous,EN,1,A3774HPOUKYTX7,5,7,5,1,1,2,2,2,1,2,2,1,1,2,3,1,1,7,1,2,3,1,2,2,1,1,1,1,2,4,3,6,1,I answered based on my true feelings,,1,36,1,1,California,5,20,1,1,1,1.252,2.445,6.471,2
4/17/20 16:50,4/17/20 16:56,0,72.10.116.12,100,353,1,4/17/20 16:56,R_ALFtzHsVBbwmeHv,,,,,41.46499634,-73.39800262,anonymous,EN,1,A2X3MRQD8UQKW3,5,1,7,1,1,2,2,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,5,2,1,1,2,3,1,1,1,THe one group of people we should be listening to right now are doctors and scientists.  They know the threats and benefits of vaccines and medicine and have public health as their top priority.  One group to continue not to trust is politcians,Not at this time,1,35,1,4,Connecticut,4,7,5,5,1,5.587,8.765,9.549,5
4/17/20 16:51,4/17/20 16:56,0,68.190.114.201,100,298,1,4/17/20 16:56,R_Y4gscJL08oKBR3H,,,,,43.09770203,-89.3117981,anonymous,EN,1,A2SV6TAIJO32BX,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,1,1,2,1,2,1,first answer I thought of,,1,45,1,2,WI,5,7,2,5,1,8.42,8.42,9.164,1
4/17/20 16:44,4/17/20 16:56,0,47.151.242.206,100,704,1,4/17/20 16:56,R_1mVNP5X5DNvbd1u,,,,,33.9776001,-117.7375031,anonymous,EN,1,A3DVFOZ4NPVPYE,4,3,5,3,3,4,3,5,3,4,5,3,3,4,4,3,3,4,4,4,4,1,4,5,5,4,4,4,4,4,5,3,1,Outbreak and Keep Social Distance ,Good,1,67,1,3,Illinois,5,38,6,6,0,21.74,21.74,23.62,1
4/17/20 16:47,4/17/20 16:56,0,208.206.3.185,100,565,1,4/17/20 16:56,R_3haQPhwtn4G3iv4,,,,,41.97390747,-71.32839966,anonymous,EN,1,A2ORM8KUSXB1O0,4,1,5,1,1,1,1,3,3,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,5,6,5,2,2,1,5,2,1,Answered based on my personal beliefs.  Answers are true to those feelings.,NO,1,48,1,4,MA,5,14,7,7,1,1.027,8.317,10.701,3
4/17/20 16:53,4/17/20 16:56,0,73.161.13.207,100,180,1,4/17/20 16:56,R_2bUUs6f622wFic7,,,,,43.29089355,-86.27469635,anonymous,EN,1,A1JKC8DKGRVK23,3,6,2,5,5,2,5,3,5,6,5,5,2,5,3,3,3,2,6,5,3,1,6,6,5,5,6,6,3,6,6,2,0,good,good,1,48,1,2,Michigan ,4,2,5,5,0,1.939,1.939,11.19,1
4/17/20 16:49,4/17/20 16:56,0,76.90.230.194,100,394,1,4/17/20 16:56,R_2TFa4WQ9bo39cWC,,,,,34.07620239,-118.3029022,anonymous,EN,1,A1WLRHL0U23N38,5,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,4,1,7,5,1,1,1,1,1,7,1,I believe in the Covid 19 as a serious threat. I recently saw a man suffocate to death in a market from the virus in a supermarket. It is a real thing and everyone needs to take care and listen to the scientists and the doctors. Every politician who go on the news that try to downplay the covid 19 as no more than a flu is responsible for the hundred thousands people dying in supermarkets and in the streets. I live in California and this is a real and horrible situation. ,none,2,30,4,1,California,5,5,1,1,1,4.232,9.982,11.025,2
4/17/20 16:49,4/17/20 16:56,0,24.131.166.213,100,439,1,4/17/20 16:56,R_1Iobel0LnUtDtJu,,,,,44.76010132,-93.27480316,anonymous,EN,1,A122XBTHLAFX51,5,1,3,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,3,2,2,1,1,3,2,2,2,1,1,1,1,2,1,"I trust what the doctors are saying. Hundreds of thousands of people wouldn't be dying if it wasn't serious. The best defense is social distancing and quarantine and we shouldn't reopen the country until we have a solid, doable plan going forward. People's lives our more important than the economy.",no,2,56,1,2,Minnesota,5,5,1,1,1,10.058,12.322,13.173,2
4/17/20 16:46,4/17/20 16:56,0,172.112.100.60,100,630,1,4/17/20 16:56,R_3vLxG99wqoFUyvn,,,,,34.03370667,-118.3508987,anonymous,EN,1,A3GEUTXBNIE42O,5,2,5,1,1,1,7,7,7,7,7,7,7,1,7,5,3,7,5,7,7,1,3,3,4,2,7,1,3,7,5,2,1,i chose my answers cuz i think the coronavirus is engineered and people  are scared for the wrong reasons ,no I said what I needed to ,1,20,6,1,California ,5,15,5,5,1,25.329,25.329,29.995,1
4/17/20 16:53,4/17/20 16:56,0,47.138.48.221,100,200,1,4/17/20 16:56,R_3dSqori4gi6EzKi,,,,,33.76300049,-118.1773987,anonymous,EN,1,A1QTFE8FVK3HMG,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,5,5,1,1,"That is an impossible question, because I don't remember the exact text of any of the questions? I chose them based on my desire to tell the truth, obviously, but if you wanted my exact reasoning for the response to any specific question, you should re-provide *that question*!","only what I wrote on the previous question, which wasn't an answer to the previous question, because the previous question was kinda ridiculous.",1,35,1,1,California,5,1,2,2,1,2.495,4.414,6.591,2
4/17/20 16:45,4/17/20 16:56,0,173.244.36.59,100,642,1,4/17/20 16:56,R_1PdVOSNEzf2qaMC,,,,,33.45320129,-112.0748978,anonymous,EN,1,A2YEE7PBKLC3B0,4,7,2,3,2,1,5,4,5,6,6,2,2,6,6,2,2,2,5,5,2,1,6,6,6,7,6,4,2,6,6,2,1,TO GIVE CLEAR EXPLANATION TO QUESTIONS GIVEN WITH COMPLETE SINCERITY ,THE STUDY IS QUITE INTERESTING AND HELPING.,1,45,1,1,FLORIDA,5,5,5,5,1,11.804,16.445,17.455,3
4/17/20 16:51,4/17/20 16:56,0,192.200.158.222,100,317,1,4/17/20 16:56,R_27pWFUSZXzgMw0S,,,,,33.44129944,-112.042099,anonymous,EN,1,A7ZHX0ZEXA2RL,5,7,1,2,1,1,2,7,6,2,4,1,1,2,2,4,4,2,5,4,4,1,4,6,4,4,4,2,4,5,2,2,1,i answered based on how i feel about recent covid event,,1,31,1,2,ohio,5,21,1,1,1,5.707,8.282,8.778,2
4/17/20 16:52,4/17/20 16:56,0,47.187.218.24,100,260,1,4/17/20 16:56,R_YVx2c7oxgrUn4uR,,,,,33.0809021,-96.72409821,anonymous,EN,1,A2TYBIVHF0IMBH,3,5,4,6,7,5,3,2,5,6,7,5,5,5,3,1,4,1,4,5,4,1,7,4,5,4,6,3,3,5,5,5,1,Nothing,No comments,1,30,1,3,Nevada,5,40,5,5,1,21.29,33.873,35.49,3
4/17/20 16:49,4/17/20 16:56,0,72.135.100.250,100,431,1,4/17/20 16:56,R_3JsmVmastkDDFX7,,,,,29.38310242,-98.39600372,anonymous,EN,1,A8UY8LQZCVL7K,5,2,2,6,1,5,7,7,7,1,6,1,3,1,3,1,1,3,2,3,4,1,6,6,5,6,7,1,1,4,2,2,1,I chose my answers based on the ravaging effect of Covid-19 on the world.,None,1,36,1,3,Texas,5,8,6,6,1,5.118,5.118,8.56,1
4/17/20 16:52,4/17/20 16:56,0,142.79.200.47,100,266,1,4/17/20 16:56,R_3IRDif9eRwjdvMQ,,,,,42.36869812,-71.08630371,anonymous,EN,1,A2WNTEVRT68JXT,4,3,6,5,5,3,1,5,1,2,2,1,3,1,2,1,2,2,5,1,3,1,2,3,6,5,5,6,6,7,7,3,1,I do have a science background but not in immunology,,2,38,1,4,MA,5,5,3,6,1,3.288,11.733,12.323,3
